,,MonthlyEnergy_MWh,OutflowMin_cms,OutflowMax_cms,EFmean_cms,OFF_share
2021,1,15765.062399999999,313.908813,319.777924,150.0,0.0
2021,2,14239.411199999999,314.839233,473.968872,150.0,0.0
2021,3,15765.062399999999,421.333679,812.465027,150.0,0.0
2021,4,15256.511999999999,710.841553,1320.0,150.0,0.0
2021,5,0.0,1320.0,1320.0,180.0,1.0
2021,6,0.0,1320.0,1320.0,180.0,1.0
2021,7,0.0,1320.0,1320.0,180.0,1.0
2021,8,0.0,1320.0,1320.0,180.0,1.0
2021,9,0.0,1320.0,1320.0,180.0,1.0
2021,10,15765.062399999999,1320.0,1320.0,150.0,0.0
2021,11,15256.511999999999,485.603363,1320.0,150.0,0.0
2021,12,15765.062399999999,324.268555,466.815857,150.0,0.0
2022,1,15765.062399999999,315.500641,325.603821,150.0,0.0
2022,2,14239.411199999999,315.767395,878.253418,150.0,0.0
2022,3,15765.062399999999,699.846497,1320.0,150.0,0.0
2022,4,15256.511999999999,910.238464,1320.0,150.0,0.0
2022,5,0.0,1320.0,1320.0,180.0,1.0
2022,6,0.0,1320.0,1320.0,180.0,1.0
2022,7,0.0,1320.0,1320.0,180.0,1.0
2022,8,0.0,1320.0,1320.0,180.0,1.0
2022,9,0.0,1320.0,1320.0,180.0,1.0
2022,10,15765.062399999999,1320.0,1320.0,150.0,0.0
2022,11,15256.511999999999,325.124939,1288.349,150.0,0.0
2022,12,15765.062399999999,349.736023,1320.0,150.0,0.0
2023,1,15765.062399999999,329.078857,388.451172,150.0,0.0
2023,2,14239.411199999999,342.89386,443.016296,150.0,0.0
2023,3,15765.062399999999,346.415131,424.949127,150.0,0.0
2023,4,15256.511999999999,368.978912,1020.92133,150.0,0.0
2023,5,0.0,1142.74878,1320.0,180.0,1.0
2023,6,0.0,1320.0,1320.0,180.0,1.0
2023,7,0.0,1320.0,1320.0,180.0,1.0
2023,8,0.0,1320.0,1320.0,180.0,1.0
2023,9,0.0,1320.0,1320.0,180.0,1.0
2023,10,15765.062399999999,1320.0,1320.0,150.0,0.0
2023,11,15256.511999999999,851.0271,1320.0,150.0,0.0
2023,12,15765.062399999999,322.434967,745.785522,150.0,0.0
2024,1,15765.062399999999,313.989166,322.117126,150.0,0.0
2024,2,14747.961599999999,313.717285,341.443207,150.0,0.0
2024,3,15765.062399999999,317.971161,407.487396,150.0,0.0
2024,4,15256.511999999999,436.639282,1088.21777,150.0,0.0
2024,5,0.0,485.064972,1320.0,180.0,1.0
2024,6,0.0,1320.0,1320.0,180.0,1.0
2024,7,0.0,1320.0,1320.0,180.0,1.0
2024,8,0.0,1320.0,1320.0,180.0,1.0
2024,9,0.0,1320.0,1320.0,180.0,1.0
2024,10,15765.062399999999,1320.0,1320.0,150.0,0.0
2024,11,15256.511999999999,336.918671,1320.0,150.0,0.0
2024,12,0.0,321.469727,506.714966,150.0,0.0
